Unnamed: 0,UnixTime,Row,QuestionKey,Timestamp,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight
23,1680003145.2163892,24,2Item7,2023-03-28 17:02:25.216389,846.0,604.0,886.0,631.0,2.180526733398437,2.722808837890625,224.73800000001208,596.1138305664064,591.8018188476562,0.5839865803718566,0.4977087974548339,0.4273430407047271,0.4972583353519439,0.0,0.0
24,1680003145.224692,25,2Item7,2023-03-28 17:02:25.224692,839.0,600.0,906.0,610.0,-1.0,-1.0,233.0410000000265,595.9827880859375,591.654052734375,0.5838982462882994,0.4977113902568817,0.4272880852222442,0.4972456097602844,0.0,0.0
25,1680003145.2330115,26,2Item7,2023-03-28 17:02:25.233011,888.0,591.0,880.0,612.0,-1.0,-1.0,241.3620000000228,595.9037475585938,591.5784912109375,0.5840039849281311,0.4976062178611755,0.4274048805236816,0.4972211718559265,0.0,0.0
26,1680003145.2413478,27,2Item7,2023-03-28 17:02:25.241348,-1.0,-1.0,880.0,612.0,-1.0,2.766571044921875,249.69800000003303,-1.0,591.4942016601562,-1.0,-1.0,0.4273412823677063,0.4971692264080047,4.0,0.0
27,1680003145.2497127,28,2Item7,2023-03-28 17:02:25.249713,848.0,593.0,880.0,614.0,-1.0,-1.0,258.06200000003446,595.7276611328125,591.3069458007812,0.5839240550994873,0.497667908668518,0.4272989928722381,0.4972016513347625,0.0,0.0
28,1680003145.2580276,29,2Item7,2023-03-28 17:02:25.258028,829.0,610.0,884.0,618.0,-1.0,-1.0,266.3780000000261,595.6412963867188,591.2202758789064,0.584002137184143,0.4975576102733612,0.4273932874202728,0.4971563816070556,0.0,0.0
29,1680003145.2663534,30,2Item7,2023-03-28 17:02:25.266353,-1.0,-1.0,884.0,618.0,-1.0,2.75048828125,274.7029999999795,-1.0,591.1621704101562,-1.0,-1.0,0.4273349046707153,0.4971324801445007,4.0,0.0
30,1680003145.2746818,31,2Item7,2023-03-28 17:02:25.274682,858.0,618.0,883.0,620.0,-1.0,-1.0,283.03200000000646,595.465576171875,591.0325927734375,0.5839207768440245,0.4976201057434082,0.4272771477699279,0.4971680045127868,0.0,0.0
31,1680003145.283069,32,2Item7,2023-03-28 17:02:25.283069,882.0,591.0,880.0,612.0,-1.0,-1.0,291.4189999999944,595.3938598632812,591.0198364257812,0.584007978439331,0.4975285828113555,0.4273686110973358,0.497118204832077,0.0,0.0
32,1680003145.2913692,33,2Item7,2023-03-28 17:02:25.291369,-1.0,-1.0,880.0,612.0,-1.0,2.714950561523437,299.7189999999828,-1.0,591.0393676757812,-1.0,-1.0,0.4272936284542083,0.497126817703247,4.0,0.0
33,1680003145.299682,34,2Item7,2023-03-28 17:02:25.299682,879.0,581.0,883.0,599.0,-1.0,-1.0,308.03200000000646,595.2765502929688,590.9719848632812,0.5838931202888488,0.4975737035274505,0.4272247850894928,0.4971504509449005,0.0,0.0
34,1680003145.3080032,35,2Item7,2023-03-28 17:02:25.308003,877.0,592.0,881.0,630.0,-1.0,-1.0,316.3520000000135,595.3011474609375,591.0101318359375,0.5839738845825195,0.4975000619888305,0.4273059368133544,0.4970938265323638,0.0,0.0
35,1680003145.316575,36,2Item7,2023-03-28 17:02:25.316575,-1.0,-1.0,896.0,601.0,-1.0,2.8613739013671875,324.92600000003586,-1.0,591.075439453125,-1.0,-1.0,0.4272356927394866,0.497126966714859,4.0,0.0
36,1680003145.3246813,37,2Item7,2023-03-28 17:02:25.324681,894.0,600.0,886.0,601.0,-1.0,-1.0,333.03100000001723,595.3477783203125,591.0524291992188,0.5838547945022583,0.4975641965866088,0.4271650314331054,0.4971352517604827,0.0,0.0
37,1680003145.3330054,38,2Item7,2023-03-28 17:02:25.333005,896.0,610.0,889.0,599.0,-1.0,-1.0,341.3549999999814,595.4567260742188,591.1400756835938,0.5839434266090393,0.4975000023841857,0.4272679388523101,0.4970793426036834,0.0,0.0
38,1680003145.3340902,39,2Item7,2023-03-28 17:02:25.334090,824.0,462.0,880.0,490.0,-1.0,-1.0,372185.32000000007,581.07861328125,576.8860473632812,0.5998246669769287,0.4886953234672546,0.4404311776161193,0.4859859645366668,0.0,0.0
39,1680003145.3413544,40,2Item7,2023-03-28 17:02:25.341354,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,349.70100000000093,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0
40,1680003145.3497796,41,2Item7,2023-03-28 17:02:25.349780,884.0,603.0,913.0,607.0,-1.0,-1.0,358.12900000001537,595.6499633789064,591.2192993164064,0.5838068127632141,0.4975768029689788,0.4271348714828491,0.4971607029438018,0.0,0.0
41,1680003145.3580186,42,2Item7,2023-03-28 17:02:25.358019,878.0,610.0,920.0,604.0,-1.0,-1.0,366.3670000000274,595.8208618164064,591.3049926757812,0.5839041471481323,0.4974928200244903,0.4271860122680664,0.4971342682838439,0.0,0.0
42,1680003145.3663423,43,2Item7,2023-03-28 17:02:25.366342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,374.6900000000023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0
43,1680003145.374668,44,2Item7,2023-03-28 17:02:25.374668,862.0,603.0,905.0,581.0,-1.0,-1.0,383.0179999999818,596.0901489257812,591.3782958984375,0.5838149785995483,0.4974494874477386,0.4271432757377624,0.4970854520797729,0.0,0.0
44,1680003145.3830736,45,2Item7,2023-03-28 17:02:25.383074,848.0,548.0,877.0,543.0,-1.0,-1.0,391.4220000000205,596.2782592773438,591.45166015625,0.5840162634849548,0.4973931610584259,0.4273188412189483,0.4969739317893981,0.0,0.0
45,1680003145.3913865,46,2Item7,2023-03-28 17:02:25.391387,-1.0,-1.0,877.0,543.0,-1.0,2.3894500732421875,399.7360000000335,-1.0,591.5288696289064,-1.0,-1.0,0.4272601008415222,0.4969813525676727,4.0,0.0
46,1680003145.3996875,47,2Item7,2023-03-28 17:02:25.399688,873.0,563.0,888.0,555.0,-1.0,-1.0,408.0370000000112,596.56787109375,591.4971923828125,0.5838558077812194,0.497362732887268,0.4272012114524841,0.496958702802658,0.0,0.0
47,1680003145.408013,48,2Item7,2023-03-28 17:02:25.408013,872.0,571.0,883.0,550.0,-1.0,-1.0,416.35700000001816,596.746337890625,591.5487060546875,0.5840252637863159,0.4973707199096679,0.4273034930229187,0.4969329237937927,0.0,0.0
48,1680003145.4165552,49,2Item7,2023-03-28 17:02:25.416555,872.0,571.0,-1.0,-1.0,3.4391326904296875,-1.0,424.9060000000172,596.9254760742188,-1.0,0.5839077234268188,0.497281402349472,-1.0,-1.0,0.0,4.0
49,1680003145.4246876,50,2Item7,2023-03-28 17:02:25.424688,859.0,561.0,880.0,550.0,-1.0,-1.0,433.0370000000112,597.00341796875,591.556396484375,0.5838434100151062,0.4973528683185577,0.427183449268341,0.4969235062599182,0.0,0.0
50,1680003145.4330046,51,2Item7,2023-03-28 17:02:25.433005,857.0,562.0,881.0,551.0,-1.0,-1.0,441.3549999999814,597.1259155273438,591.5944213867188,0.5840137004852294,0.4973399341106414,0.4272949397563934,0.4969168007373809,0.0,0.0
51,1680003145.4413388,52,2Item7,2023-03-28 17:02:25.441339,-1.0,-1.0,873.0,556.0,-1.0,2.648544311523437,449.68800000002375,-1.0,591.6404418945312,-1.0,-1.0,0.4272070527076721,0.4969026148319244,4.0,0.0
52,1680003145.4497669,53,2Item7,2023-03-28 17:02:25.449767,861.0,544.0,873.0,562.0,-1.0,-1.0,458.1170000000274,597.2574462890625,591.5795288085938,0.5838320255279541,0.4973387420177459,0.4271719455718994,0.4969157576560974,0.0,0.0
53,1680003145.4580548,54,2Item7,2023-03-28 17:02:25.458055,869.0,533.0,870.0,559.0,-1.0,-1.0,466.405000000028,597.2665405273438,591.60302734375,0.5840039849281311,0.4973284900188446,0.4272783398628234,0.4969022870063781,0.0,0.0
54,1680003145.4663546,55,2Item7,2023-03-28 17:02:25.466355,-1.0,-1.0,868.0,551.0,-1.0,2.6088409423828125,474.7029999999795,-1.0,591.6355590820312,-1.0,-1.0,0.4271845519542694,0.4969036281108856,4.0,0.0
55,1680003145.4746828,56,2Item7,2023-03-28 17:02:25.474683,848.0,541.0,871.0,537.0,-1.0,-1.0,483.0329999999959,597.1953735351562,591.563232421875,0.5838239789009094,0.4973434805870056,0.4271808862686157,0.496906578540802,0.0,0.0
56,1680003145.4830756,57,2Item7,2023-03-28 17:02:25.483076,846.0,534.0,863.0,553.0,-1.0,-1.0,491.4249999999884,597.1314086914064,591.5808715820312,0.5839323997497557,0.4972533285617828,0.4272565245628356,0.4969174563884735,0.0,0.0
57,1680003145.4913266,58,2Item7,2023-03-28 17:02:25.491327,807.0,502.0,860.0,568.0,2.164764404296875,2.725204467773437,499.6770000000252,597.084228515625,591.6101684570312,0.5839167237281799,0.4973329007625579,0.4271771311759948,0.4969375133514404,0.0,0.0
58,1680003145.4996736,59,2Item7,2023-03-28 17:02:25.499674,864.0,527.0,850.0,566.0,-1.0,-1.0,508.0229999999865,596.9161376953125,591.5398559570312,0.5838223099708557,0.4973669648170471,0.4271446764469146,0.4969758093357086,0.0,0.0
59,1680003145.5079978,60,2Item7,2023-03-28 17:02:25.507998,853.0,550.0,852.0,563.0,-1.0,-1.0,516.347999999998,596.7948608398438,591.5674438476562,0.583939790725708,0.497268259525299,0.4272426664829254,0.4969451427459716,0.0,0.0
60,1680003145.5163238,61,2Item7,2023-03-28 17:02:25.516324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,524.6710000000312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0
61,1680003145.5248497,62,2Item7,2023-03-28 17:02:25.524850,803.0,512.0,874.0,559.0,-1.0,-1.0,533.1780000000144,596.3856201171875,591.5509643554688,0.5838387608528137,0.4973749816417694,0.4271326959133148,0.4970047175884246,0.0,0.0
62,1680003145.533086,63,2Item7,2023-03-28 17:02:25.533086,855.0,531.0,875.0,561.0,-1.0,-1.0,541.435999999987,596.1339111328125,591.5960083007812,0.5840060710906982,0.4973624944686889,0.4272377789020538,0.496913731098175,0.0,0.0
63,1680003145.5413263,64,2Item7,2023-03-28 17:02:25.541326,858.0,537.0,-1.0,-1.0,2.4683380126953125,-1.0,549.676000000036,596.001220703125,-1.0,0.5838984847068786,0.4972798824310302,-1.0,-1.0,0.0,4.0
64,1680003145.5496583,65,2Item7,2023-03-28 17:02:25.549658,880.0,558.0,848.0,542.0,-1.0,-1.0,558.00900000002,595.7569580078125,591.6084594726562,0.5838609933853149,0.4973692297935485,0.4271160066127777,0.497024267911911,0.0,0.0
65,1680003145.5579872,66,2Item7,2023-03-28 17:02:25.557987,865.0,573.0,870.0,531.0,-1.0,-1.0,566.3329999999842,595.5810546875,591.6658325195312,0.5839706659317015,0.4973057210445404,0.4272293150424957,0.496949166059494,0.0,0.0
66,1680003145.5663896,67,2Item7,2023-03-28 17:02:25.566390,871.0,571.0,867.0,544.0,3.148101806640625,2.71917724609375,574.7399999999907,595.4622192382812,591.7316284179688,0.5839347243309021,0.4972880482673645,0.4271579384803772,0.4970237910747528,0.0,0.0
67,1680003145.5747983,68,2Item7,2023-03-28 17:02:25.574798,849.0,568.0,875.0,554.0,-1.0,-1.0,583.149000000034,595.2980346679688,591.7000732421875,0.583889365196228,0.4974013268947601,0.4271227419376373,0.4970602393150329,0.0,0.0
68,1680003145.5830996,69,2Item7,2023-03-28 17:02:25.583100,860.0,553.0,829.0,580.0,-1.0,-1.0,591.4490000000224,595.265380859375,591.7644653320312,0.5840448141098022,0.4973995685577392,0.4272358417510986,0.4970205128192901,0.0,0.0
69,1680003145.591402,70,2Item7,2023-03-28 17:02:25.591402,-1.0,-1.0,840.0,559.0,-1.0,2.7387237548828125,599.7519999999786,-1.0,591.83251953125,-1.0,-1.0,0.4271818995475769,0.4970622360706329,4.0,0.0
70,1680003145.5996616,71,2Item7,2023-03-28 17:02:25.599662,866.0,550.0,851.0,568.0,-1.0,-1.0,608.005999999994,595.2293701171875,591.795654296875,0.5839248299598693,0.4974482059478759,0.4271478950977325,0.4970845878124237,0.0,0.0
71,1680003145.6079862,72,2Item7,2023-03-28 17:02:25.607986,855.0,573.0,877.0,570.0,-1.0,-1.0,616.335000000021,595.2886962890625,591.8461303710938,0.5840851664543151,0.4974488914012908,0.4272739589214325,0.4970393478870391,0.0,0.0
72,1680003145.6163208,73,2Item7,2023-03-28 17:02:25.616321,-1.0,-1.0,871.0,571.0,-1.0,2.817245483398437,624.6699999999837,-1.0,591.9006958007812,-1.0,-1.0,0.4272243082523345,0.4970776438713073,4.0,0.0
73,1680003145.6246705,74,2Item7,2023-03-28 17:02:25.624670,873.0,584.0,871.0,567.0,-1.0,-1.0,633.0190000000293,595.3648681640625,591.8452758789064,0.5839686393737793,0.4974694848060607,0.4271935522556304,0.497082233428955,0.0,0.0
74,1680003145.63299,75,2Item7,2023-03-28 17:02:25.632990,871.0,585.0,866.0,559.0,-1.0,-1.0,641.3400000000256,595.4306030273438,591.8723754882812,0.5841163396835327,0.4974775314331054,0.4273312091827392,0.4970499873161315,0.0,0.0
75,1680003145.641325,76,2Item7,2023-03-28 17:02:25.641325,871.0,585.0,-1.0,-1.0,2.881942749023437,-1.0,649.6720000000205,595.5535278320312,-1.0,0.5840600728988647,0.4974214136600494,-1.0,-1.0,0.0,4.0
76,1680003145.6496513,77,2Item7,2023-03-28 17:02:25.649651,853.0,574.0,842.0,554.0,-1.0,-1.0,658.0,595.5151977539064,591.8394165039064,0.5840128064155578,0.4974755644798278,0.4272463321685791,0.4970666170120239,0.0,0.0
77,1680003145.65804,78,2Item7,2023-03-28 17:02:25.658040,864.0,561.0,856.0,553.0,-1.0,-1.0,666.390000000014,595.5458984375,591.8535766601562,0.5841449499130249,0.4974688589572906,0.4273831248283386,0.4970305860042572,0.0,0.0
78,1680003145.666317,79,2Item7,2023-03-28 17:02:25.666317,864.0,561.0,849.0,553.0,2.770355224609375,2.895721435546875,674.6670000000158,595.6159057617188,591.8807373046875,0.5840681195259094,0.4974040389060974,0.4273211359977722,0.4970515072345733,0.0,0.0
79,1680003145.6746373,80,2Item7,2023-03-28 17:02:25.674637,851.0,550.0,855.0,546.0,-1.0,-1.0,682.9880000000121,595.5708618164064,591.8007202148438,0.5840311050415039,0.4974614679813385,0.4272855520248413,0.4970529079437255,0.0,0.0
80,1680003145.6829855,81,2Item7,2023-03-28 17:02:25.682986,843.0,558.0,852.0,542.0,-1.0,-1.0,691.3360000000102,595.5835571289064,591.8091430664064,0.58417809009552,0.4974705278873443,0.4274130165576934,0.4970058500766754,0.0,0.0
81,1680003145.691337,82,2Item7,2023-03-28 17:02:25.691337,848.0,561.0,862.0,527.0,2.66845703125,2.884002685546875,699.6830000000191,595.6289672851562,591.83154296875,0.5841023921966552,0.4974384605884552,0.4273337721824646,0.4970356822013855,0.0,0.0
82,1680003145.699716,83,2Item7,2023-03-28 17:02:25.699716,859.0,564.0,858.0,539.0,-1.0,-1.0,708.0659999999916,595.5535278320312,591.7476196289064,0.5840223431587219,0.49745774269104,0.4273094832897186,0.4970308244228363,0.0,0.0
83,1680003145.7081249,84,2Item7,2023-03-28 17:02:25.708125,857.0,565.0,845.0,550.0,-1.0,-1.0,716.4739999999873,595.5350952148438,591.7509155273438,0.5841465592384338,0.497450053691864,0.4274117052555084,0.4969395995140075,0.0,0.0
84,1680003145.7163138,85,2Item7,2023-03-28 17:02:25.716314,854.0,564.0,841.0,539.0,2.829208374023437,2.8502197265625,724.6639999999898,595.5684204101562,591.7689208984375,0.5840615034103394,0.4973898231983184,0.4273373484611511,0.4970271587371826,0.0,0.0
85,1680003145.7246487,86,2Item7,2023-03-28 17:02:25.724649,867.0,568.0,852.0,565.0,-1.0,-1.0,732.9990000000107,595.5001831054688,591.6805419921875,0.5839265584945678,0.4974349439144134,0.4272413849830627,0.4970174729824066,0.0,0.0
86,1680003145.7330115,87,2Item7,2023-03-28 17:02:25.733012,896.0,565.0,876.0,563.0,-1.0,-1.0,741.3599999999859,595.4888916015625,591.6790161132812,0.5839124917984008,0.4974198341369628,0.4272248148918151,0.4969331622123718,0.0,0.0
87,1680003145.7413187,88,2Item7,2023-03-28 17:02:25.741319,901.0,562.0,892.0,570.0,2.7050018310546875,2.8423614501953125,749.6689999999944,595.5139770507812,591.6856689453125,0.5837796926498413,0.497389942407608,0.427105963230133,0.4969949424266815,0.0,0.0
88,1680003145.749645,89,2Item7,2023-03-28 17:02:25.749645,913.0,549.0,898.0,563.0,-1.0,-1.0,757.9949999999953,595.4479370117188,591.5904541015625,0.5837244391441345,0.4974021911621093,0.4270501136779785,0.4970054030418396,0.0,0.0
89,1680003145.75799,90,2Item7,2023-03-28 17:02:25.757990,899.0,553.0,899.0,534.0,-1.0,-1.0,766.3410000000149,595.455810546875,591.5890502929688,0.5838661789894104,0.4974196851253509,0.4271573424339294,0.4969746172428131,0.0,0.0
90,1680003145.7665043,91,2Item7,2023-03-28 17:02:25.766504,899.0,554.0,899.0,534.0,2.6777801513671875,2.8490142822265625,774.853999999992,595.5188598632812,591.60595703125,0.583781361579895,0.4973921179771423,0.427098274230957,0.4970032274723053,0.0,0.0
91,1680003145.7746477,92,2Item7,2023-03-28 17:02:25.774648,880.0,546.0,899.0,545.0,-1.0,-1.0,782.9970000000321,595.4765014648438,591.5280151367188,0.5837249755859375,0.4974057972431182,0.4270561933517456,0.4970138669013977,0.0,0.0
92,1680003145.7829783,93,2Item7,2023-03-28 17:02:25.782979,892.0,548.0,903.0,543.0,-1.0,-1.0,791.329000000027,595.4886474609375,591.5528564453125,0.5838599801063536,0.4974268078804016,0.4271565675735473,0.4969843327999115,0.0,0.0
93,1680003145.7913823,94,2Item7,2023-03-28 17:02:25.791382,890.0,544.0,-1.0,-1.0,2.59521484375,-1.0,799.7280000000029,595.5416259765625,-1.0,0.5838050842285156,0.4974004030227661,-1.0,-1.0,0.0,4.0
94,1680003145.7996638,95,2Item7,2023-03-28 17:02:25.799664,908.0,546.0,904.0,533.0,-1.0,-1.0,808.0140000000247,595.4859008789064,591.542236328125,0.5837314128875732,0.4974030554294586,0.4270689487457275,0.497020423412323,0.0,0.0
95,1680003145.8079822,96,2Item7,2023-03-28 17:02:25.807982,906.0,546.0,900.0,565.0,-1.0,-1.0,816.3319999999949,595.4879150390625,591.5992431640625,0.5838738083839417,0.4974133968353271,0.4271665215492248,0.4969789385795593,0.0,0.0
96,1680003145.8163972,97,2Item7,2023-03-28 17:02:25.816397,910.0,550.0,-1.0,-1.0,2.733673095703125,-1.0,824.7470000000321,595.5317993164064,-1.0,0.5838175415992736,0.4973783791065216,-1.0,-1.0,0.0,4.0
97,1680003145.8246264,98,2Item7,2023-03-28 17:02:25.824626,902.0,549.0,924.0,545.0,-1.0,-1.0,832.9770000000135,595.4710083007812,591.6392822265625,0.5837406516075134,0.4973850846290588,0.4270538985729217,0.4970037341117858,0.0,0.0
98,1680003145.8330338,99,2Item7,2023-03-28 17:02:25.833034,903.0,575.0,915.0,549.0,-1.0,-1.0,841.38400000002,595.4747314453125,591.720703125,0.5838624238967896,0.4973716437816619,0.4271520972251892,0.4969632029533386,0.0,0.0
99,1680003145.841425,100,2Item7,2023-03-28 17:02:25.841425,903.0,574.0,923.0,537.0,2.81561279296875,2.590850830078125,849.7760000000125,595.5166015625,591.8067016601562,0.5838211774826049,0.4973803162574768,0.4270941019058227,0.4969629347324371,0.0,0.0
100,1680003145.849746,101,2Item7,2023-03-28 17:02:25.849746,893.0,570.0,913.0,529.0,-1.0,-1.0,858.0950000000303,595.447998046875,591.8038330078125,0.5837452411651611,0.4973722398281097,0.4270333647727966,0.4969993531703949,0.0,0.0
101,1680003145.8579614,102,2Item7,2023-03-28 17:02:25.857961,895.0,540.0,904.0,530.0,-1.0,-1.0,866.3099999999976,595.4329833984375,591.8935546875,0.5838868021965026,0.4973969459533691,0.4271410107612609,0.4969599545001983,0.0,0.0
102,1680003145.8663,103,2Item7,2023-03-28 17:02:25.866300,898.0,544.0,880.0,560.0,2.66796875,2.79296875,874.6500000000234,595.4497680664064,591.9904174804688,0.5838193893432617,0.4973915517330169,0.427063912153244,0.4969944357872009,0.0,0.0
103,1680003145.874719,104,2Item7,2023-03-28 17:02:25.874719,907.0,559.0,880.0,563.0,-1.0,-1.0,883.0690000000177,595.3700561523438,591.979248046875,0.5837368965148925,0.4973840415477752,0.4270140528678894,0.4969981610774993,0.0,0.0
104,1680003145.88296,105,2Item7,2023-03-28 17:02:25.882960,907.0,564.0,891.0,554.0,-1.0,-1.0,891.3099999999976,595.3592529296875,592.05224609375,0.5838606357574462,0.4973904192447662,0.4271258115768432,0.4969774782657623,0.0,0.0
105,1680003145.8913994,106,2Item7,2023-03-28 17:02:25.891399,898.0,557.0,903.0,538.0,2.581405639648437,2.717254638671875,899.7490000000107,595.3828125,592.1275634765625,0.5838140249252319,0.4973938167095184,0.4270471930503845,0.4969787001609802,0.0,0.0
106,1680003145.9000957,107,2Item7,2023-03-28 17:02:25.900095,904.0,541.0,911.0,550.0,-1.0,-1.0,908.4450000000068,595.307861328125,592.0902099609375,0.5837358236312866,0.4973828196525573,0.4270042777061462,0.4970065951347351,0.0,0.0
107,1680003145.907961,108,2Item7,2023-03-28 17:02:25.907961,882.0,560.0,906.0,550.0,-1.0,-1.0,916.3109999999868,595.3011474609375,592.1324462890625,0.5838758945465087,0.4974191188812255,0.4271300435066223,0.4969915151596069,0.0,0.0
